Summary
Matchday 2: Successful Pass in zone 4C by player Oscar Schwartau to player Josip Radosevic in zone 4C for team Brøndby IF at minute 0:0
Matchday 2: Successful Pass in zone 2C by player Josip Radosevic to player Anis Slimane in zone 2C for team Brøndby IF at minute 0:2
Matchday 2: Successful Pass in zone 3B by player Anis Slimane to player Sebastian Sebulonsen in zone 3B for team Brøndby IF at minute 0:5
Matchday 2: Successful Pass in zone 3A by player Sebastian Sebulonsen to player Frederik Alves in zone 3A for team Brøndby IF at minute 0:6
Matchday 2: Successful Pass in zone 2B by player Frederik Alves to player Mads Hermansen in zone 2B for team Brøndby IF at minute 0:10
Matchday 2: Successful Pass in zone 2C by player Mads Hermansen to player Blás Riveros in zone 2C for team Brøndby IF at minute 0:12
Matchday 2: Successful Pass in zone 2E by player Blás Riveros to player Josip Radosevic in zone 2E for team Brøndby IF at minute 0:15
Matchday 2: Successful Pass in zone 4A by player Andreas Schjelderup for team FC Nordsjælland at minute 0:17
Matchday 2: Successful Pass in zone 4A by player Mads Hansen to player Mads Bidstrup in zone 4A for team FC Nordsjælland at minute 0:19
Matchday 2: Unsuccessful Pass in zone 6B by player Mads Bidstrup for team FC Nordsjælland at minute 0:22
Matchday 2: Successful Clearance in zone 1C by player Sebastian Sebulonsen for team Brøndby IF at minute 0:24
Matchday 2: Successful Foul in zone 3A by player Oscar Schwartau for team Brøndby IF at minute 0:29
Matchday 2: Unsuccessful Foul in zone 4E by player Mohammed Diomande for team FC Nordsjælland at minute 0:29
Matchday 2: Successful Pass in zone 3A by player Sebastian Sebulonsen to player Frederik Alves in zone 3A for team Brøndby IF at minute 0:42
Matchday 2: Successful Pass in zone 2C by player Frederik Alves to player Blás Riveros in zone 2C for team Brøndby IF at minute 0:45
Matchday 2: Successful Pass in zone 2E by player Blás Riveros to player Oscar Schwartau in zone 2E for team Brøndby IF at minute 0:48
Matchday 2: Successful Pass in zone 3D by player Oscar Schwartau to player Sigurd Rosted in zone 3D for team Brøndby IF at minute 0:48
Matchday 2: Successful Pass in zone 2D by player Sigurd Rosted to player Blás Riveros in zone 2D for team Brøndby IF at minute 0:54
Matchday 2: Successful Pass in zone 3E by player Blás Riveros to player Sigurd Rosted in zone 3E for team Brøndby IF at minute 0:57
Matchday 2: Successful Pass in zone 2D by player Sigurd Rosted to player Frederik Alves in zone 2D for team Brøndby IF at minute 1:1
Matchday 2: Successful Pass in zone 2B by player Frederik Alves to player Mads Hermansen in zone 2B for team Brøndby IF at minute 1:4
Matchday 2: Successful Pass in zone 2C by player Mads Hermansen to player Oscar Schwartau in zone 2C for team Brøndby IF at minute 1:9
Matchday 2: Successful Tackle in zone 4C by player Mads Bidstrup for team FC Nordsjælland at minute 1:11
Matchday 2: Unsuccessful Pass in zone 4B by player Mads Bidstrup for team FC Nordsjælland at minute 1:14
Matchday 2: Successful Pass in zone 3E by player Blás Riveros to player Mathias Greve in zone 3E for team Brøndby IF at minute 1:15
Matchday 2: Successful Pass in zone 3D by player Mathias Greve to player Mathias Greve in zone 3D for team Brøndby IF at minute 1:17
Matchday 2: Successful Pass in zone 2C by player Josip Radosevic to player Sebastian Sebulonsen in zone 2C for team Brøndby IF at minute 1:21
Matchday 2: Successful Pass in zone 2A by player Sebastian Sebulonsen to player Frederik Alves in zone 2A for team Brøndby IF at minute 1:24
Matchday 2: Successful Pass in zone 2B by player Frederik Alves to player Mads Hermansen in zone 2B for team Brøndby IF at minute 1:30
Matchday 2: Unsuccessful Pass in zone 2B by player Mads Hermansen for team Brøndby IF at minute 1:33
Matchday 2: Successful Interception in zone 4D by player Mads Bidstrup for team FC Nordsjælland at minute 1:34
Matchday 2: Unsuccessful Pass in zone 3A by player Oliver Villadsen for team FC Nordsjælland at minute 1:38
Matchday 2: Successful Pass in zone 3D by player Josip Radosevic to player Mathias Kvistgaarden in zone 3D for team Brøndby IF at minute 1:39
Matchday 2: Successful Pass in zone 3B by player Mathias Kvistgaarden to player Frederik Alves in zone 3B for team Brøndby IF at minute 1:45
Matchday 2: Successful Pass in zone 2B by player Frederik Alves to player Anis Slimane in zone 2B for team Brøndby IF at minute 1:47
Matchday 2: Successful Pass in zone 4B by player Anis Slimane to player Marko Divkovic in zone 4B for team Brøndby IF at minute 1:51
Matchday 2: Successful Pass in zone 1C by player Andreas Hansen to player Kian Hansen in zone 1C for team FC Nordsjælland at minute 2:10
Matchday 2: Successful Pass in zone 2B by player Kian Hansen to player Jacob Christensen in zone 2B for team FC Nordsjælland at minute 2:12
Matchday 2: Successful Pass in zone 2A by player Jacob Christensen to player Andreas Schjelderup in zone 2A for team FC Nordsjælland at minute 2:15
Matchday 2: Successful Pass in zone 4A by player Andreas Schjelderup to player Mads Hansen in zone 4A for team FC Nordsjælland at minute 2:17
Matchday 2: Successful Pass in zone 5A by player Mads Hansen to player Andreas Schjelderup in zone 5A for team FC Nordsjælland at minute 2:20
Matchday 2: Unsuccessful Pass in zone 6B by player Andreas Schjelderup for team FC Nordsjælland at minute 2:23
Matchday 2: Successful Interception in zone 1C by player Frederik Alves for team Brøndby IF at minute 2:23
Matchday 2: Successful Goal in zone 6C by player Ernest Nuamah for team FC Nordsjælland at minute 2:24
