Question,Answer,Response Time (s)
How many successful passes did each team have?,"Based on the provided event data, here is the count of successful passes for each team:

- **Viborg FF**: 27 successful passes
- **Aalborg BK**: 78 successful passes

This count is derived by tallying all the events labeled as ""Pass: successful"" for each respective team.",2.675215244293213
How many unsuccessful passes were made by each team?,"Based on the event data provided, here is the count of unsuccessful passes made by each team:

- **Aalborg BK**: 85 unsuccessful passes
- **Viborg FF**: 61 unsuccessful passes",2.151625871658325
Which team had the most offside passes?,"To determine which team had the most offside passes, we need to count the number of unsuccessful passes for each team. Based on the provided event data, here is the count of unsuccessful passes for each team:

### Aalborg BK:
1. Minute 71 - Oliver Ross
2. Minute 57 - Iver Fossum
3. Minute 88 - Oliver Ross
4. Minute 68 - Iver Fossum
5. Minute 93 - Anosike Ementa
6. Minute 85 - Iver Fossum
7. Minute 22 - Josip Posavec
8. Minute 3 - Josip Posavec
9. Minute 26 - Josip Posavec
10. Minute 47 - Mathias Ross
11. Minute 75 - Anosike Ementa
12. Minute 4 - Milan Makaric
13. Minute 95 - Iver Fossum
14. Minute 29 - Louka Prip
15. Minute 80 - Oliver Ross
16. Minute 47 - Allan Sousa
17. Minute 82 - Allan Sousa
18. Minute 93 - Oliver Ross
19. Minute 10 - Iver Fossum
20. Minute 45 - Iver Fossum
21. Minute 15 - Mathias Ross
22. Minute 1 - Josip Posavec
23. Minute 52 - Louka Prip
24. Minute 2 - Allan Sousa
25. Minute 77 - Kristoffer Pallesen
26. Minute 66 - Anders Hagelskjær
27. Minute 88 - Anosike Ementa
28. Minute 78 - Lucas Andersen
29. Minute 48 - Malthe Højholt
30. Minute 6 - Louka Prip
31. Minute 82 - Jakob Ahlmann
32. Minute 57 - Anders Hagelskjær
33. Minute 2 - Jakob Ahlmann
34. Minute 75 - Jakob Ahlmann
35. Minute 82 - Kristoffer Pallesen

### Viborg FF:
1. Minute 86 - Ibrahim Said
2. Minute 78 - Christian Sørensen
3. Minute 78 - Christian Sørensen
4. Minute 48 - Marokhy Ndione
5. Minute 9 - Christian Sørensen

### Summary:
- **Aalborg BK**: 35 unsuccessful passes
- **Viborg FF**: 5 unsuccessful passes

Based on the counts, **Aalborg BK** had the most offside passes with a total of 35 unsuccessful passes.",10.863253116607666
How many fouls were committed by each team?,"Based on the provided event data, here is the count of fouls committed by each team:

### Aalborg BK:
1. Foul: successful minute 44 Iver Fossum
2. Foul: unsuccessful minute 16 Louka Prip
3. Foul: unsuccessful minute 80 Allan Sousa
4. Foul: unsuccessful minute 17 Malthe Højholt
5. Foul: successful minute 79 Anosike Ementa
6. Foul: successful minute 27 Milan Makaric
7. Foul: unsuccessful minute 17 Malthe Højholt
8. Foul: successful minute 90 Iver Fossum
9. Foul: successful minute 93 Anosike Ementa
10. Foul: successful minute 81 Anosike Ementa
11. Foul: unsuccessful minute 24 Malthe Højholt
12. Foul: unsuccessful minute 22 Malthe Højholt
13. Foul: successful minute 2 Milan Makaric
14. Foul: unsuccessful minute 35 Jakob Ahlmann
15. Foul: successful minute 60 Pedro Ferreira
16. Foul: successful minute 65 Lucas Andersen
17. Foul: unsuccessful minute 87 Anders Hagelskjær

Total fouls committed by Aalborg BK: **17**

### Viborg FF:
1. Foul: unsuccessful minute 79 Nicolas Bürgy
2. Foul: successful minute 80 Daniel Anyembe
3. Foul: successful minute 35 Justin Lonwijk
4. Foul: successful minute 17 Marokhy Ndione
5. Foul: successful minute 16 Daniel Anyembe
6. Foul: successful minute 24 Jakob Bonde
7. Foul: successful minute 22 Marokhy Ndione
8. Foul: unsuccessful minute 20 Mads Lauritsen
9. Foul: unsuccessful minute 27 Mads Lauritsen
10. Foul: unsuccessful minute 2 Nicolas Bürgy
11. Foul: unsuccessful minute 44 Jeppe Grønning
12. Foul: unsuccessful minute 62 Mads Lauritsen
13. Foul: unsuccessful minute 81 Jeppe Grønning
14. Foul: successful minute 87 Jeppe Grønning
15. Foul: unsuccessful minute 93 Jeppe Grønning

Total fouls committed by Viborg FF: **15**

In summary:
- **Aalborg BK** committed 17 fouls.
- **Viborg FF** committed 15 fouls.",11.963937044143677
Which team was awarded the most corners?,"The provided event data does not include any information about corners. Therefore, I cannot determine which team was awarded the most corners based on the given data. If you have any other queries or need analysis on different aspects of the match, please let me know!",2.9859111309051514
How many shots did each team have?,"To determine the number of shots each team had, we need to count the events identified as 'Shot on target', 'Shot on post', 'Shot saved', and 'Goal'. Here are the relevant events from the provided data:

1. **Goal: successful minute 84 Tobias Bech zone 6C N/A zone 6C team Viborg FF**
2. **Goal: successful minute 76 Anders Hagelskjær zone 5C N/A zone 5C team Aalborg BK**

From the provided data, we have the following shot events:

- **Viborg FF**: 1 shot (Goal by Tobias Bech)
- **Aalborg BK**: 1 shot (Goal by Anders Hagelskjær)

Therefore, each team had 1 shot.",4.097947120666504
Which team created the most chances?,"To determine which team created the most chances, we need to count the number of assists for each team. An assist is defined as the pass in the event just before a shot.

Let's identify all the shot events and the passes immediately preceding them:

1. **Shot Events:**
   - Save: minute 46 Milan Makaric (Aalborg BK)
   - Save: minute 54 Pedro Ferreira (Aalborg BK)
   - Save: minute 26 Josip Posavec (Aalborg BK)
   - Save: minute 11 Josip Posavec (Aalborg BK)
   - Save: minute 41 Josip Posavec (Aalborg BK)
   - Goal: minute 76 Anders Hagelskjær (Aalborg BK)
   - Save: minute 78 Josip Posavec (Aalborg BK)
   - Save: minute 62 Josip Posavec (Aalborg BK)
   - Goal: minute 84 Tobias Bech (Viborg FF)
   - Save: minute 71 Anders Hagelskjær (Aalborg BK)
   - Save: minute 92 Lucas Lund (Viborg FF)
   - Save: minute 94 Lucas Lund (Viborg FF)
   - Save: minute 5 Lucas Lund (Viborg FF)
   - Save: minute 49 Lucas Lund (Viborg FF)
   - Save: minute 40 Lucas Lund (Viborg FF)
   - Save: minute 65 Lucas Lund (Viborg FF)

2. **Passes Immediately Before Shots:**
   - Minute 46: No preceding pass recorded.
   - Minute 54: No preceding pass recorded.
   - Minute 26: No preceding pass recorded.
   - Minute 11: No preceding pass recorded.
   - Minute 41: No preceding pass recorded.
   - Minute 76: No preceding pass recorded.
   - Minute 78: No preceding pass recorded.
   - Minute 62: No preceding pass recorded.
   - Minute 84: No preceding pass recorded.
   - Minute 71: No preceding pass recorded.
   - Minute 92: No preceding pass recorded.
   - Minute 94: No preceding pass recorded.
   - Minute 5: No preceding pass recorded.
   - Minute 49: No preceding pass recorded.
   - Minute 40: No preceding pass recorded.
   - Minute 65: No preceding pass recorded.

From the data provided, there are no explicit passes recorded immediately before the shot events. Therefore, based on the available data, we cannot determine any assists or chances created for either team.

**Conclusion:**
Based on the provided event data, neither Aalborg BK nor Viborg FF created any explicit chances (assists) as there are no recorded passes immediately preceding the shot events.",15.358644008636475
What was the result of the match?,"To determine the result of the match, we need to count the number of goals scored by each team. Based on the provided event data, we have the following goal events:

1. **Goal: successful minute 76 Anders Hagelskjær zone 5C N/A zone 5C team Aalborg BK**

From this data, we can see that only Aalborg BK scored a goal. There are no goal events recorded for Viborg FF.

Therefore, the result of the match is:
- **Aalborg BK: 1 goal**
- **Viborg FF: 0 goals**

**Aalborg BK won the match.**",4.197764158248901
How many successful defensive actions did each team have?,"To determine the number of successful defensive actions for each team, we need to count the events labeled as ""Interception,"" ""Tackle,"" and ""Clearance"" that are marked as successful. Here is the breakdown:

### Aalborg BK
- **Interceptions:**
  - Mathias Ross (minute 52, zone 2C)
  - Jakob Ahlmann (minute 81, zone 2D)
  - Anders Hagelskjær (minute 71, zone 2D)
  - Jakob Ahlmann (minute 84, zone 4E)
  - Jakob Ahlmann (minute 61, zone 4E)
  - Anders Hagelskjær (minute 93, zone 5E)
  - Louka Prip (minute 52, zone 1E)
  - Lars Kramer (minute 48, zone 3C)
  - Jakob Ahlmann (minute 6, zone 3D)
  - Malthe Højholt (minute 70, zone 3C)
  - Pedro Ferreira (minute 58, zone 2D)
  - Pedro Ferreira (minute 49, zone 5B)
  - Pedro Ferreira (minute 26, zone 1C)

- **Tackles:**
  - Lucas Andersen (minute 81, zone 2D)
  - Anders Hagelskjær (minute 83, zone 4D)
  - Jakob Ahlmann (minute 32, zone 5E)
  - Allan Sousa (minute 29, zone 4C)
  - Lars Kramer (minute 66, zone 4B)
  - Allan Sousa (minute 30, zone 2C)
  - Pedro Ferreira (minute 28, zone 2B)

- **Clearances:**
  - Jakob Ahlmann (minute 18, zone 1D)
  - Jakob Ahlmann (minute 78, zone 1D)
  - Jakob Ahlmann (minute 46, zone 1D)
  - Jakob Ahlmann (minute 62, zone 1C)
  - Jakob Ahlmann (minute 73, zone 1D)
  - Jakob Ahlmann (minute 9, zone 1C)
  - Jakob Ahlmann (minute 44, zone 1C)
  - Kristoffer Pallesen (minute 9, zone 1C)

**Total Successful Defensive Actions for Aalborg BK:**
- Interceptions: 13
- Tackles: 7
- Clearances: 8
- **Total: 28**

### Viborg FF
- **Interceptions:**
  - Mads Lauritsen (minute 38, zone 4E)
  - Mads Lauritsen (minute 2, zone 5D)
  - Daniel Anyembe (minute 93, zone 2B)
  - Jeppe Grønning (minute 43, zone 4B)
  - Nicolas Bürgy (minute 60, zone 4B)
  - Justin Lonwijk (minute 32, zone 2A)
  - Daniel Anyembe (minute 93, zone 1A)

- **Tackles:**
  - Jeppe Grønning (minute 51, zone 4E)
  - Christian Sørensen (minute 86, zone 1E)
  - Mads Lauritsen (minute 0, zone 1C)
  - Jeppe Grønning (minute 74, zone 4B)
  - Nicolas Bürgy (minute 0, zone 1B)
  - Jeppe Grønning (minute 29, zone 2C)
  - Jeppe Grønning (minute 66, zone 3D)

- **Clearances:**
  - Mads Lauritsen (minute 82, zone 1D)
  - Mads Lauritsen (minute 34, zone 1D)

**Total Successful Defensive Actions for Viborg FF:**
- Interceptions: 7
- Tackles: 7
- Clearances: 2
- **Total: 16**

### Summary
- **Aalborg BK:** 28 successful defensive actions
- **Viborg FF:** 16 successful defensive actions",17.716551065444946
Which players had most successful passes between each other?,"To determine which players had the most successful passes between each other, we need to count the number of successful passes for each pair of players. Here is the analysis based on the provided event data:

1. **Pedro Ferreira and Mathias Ross**:
   - Minute 33: Pedro Ferreira to Mathias Ross
   - Minute 40: Pedro Ferreira to Mathias Ross
   - Minute 30: Pedro Ferreira to Mathias Ross
   - Minute 3: Pedro Ferreira to Mathias Ross
   - Minute 53: Pedro Ferreira to Mathias Ross
   - Minute 22: Mathias Ross to Pedro Ferreira
   - Minute 28: Mathias Ross to Pedro Ferreira
   - Minute 22: Mathias Ross to Pedro Ferreira
   - Minute 53: Mathias Ross to Pedro Ferreira
   - Minute 15: Mathias Ross to Pedro Ferreira

   Total: **10 successful passes**

2. **Pedro Ferreira and Jakob Ahlmann**:
   - Minute 64: Pedro Ferreira to Jakob Ahlmann
   - Minute 33: Pedro Ferreira to Jakob Ahlmann
   - Minute 43: Pedro Ferreira to Jakob Ahlmann
   - Minute 93: Kasper Kusk to Jakob Ahlmann
   - Minute 93: Oliver Ross to Jakob Ahlmann
   - Minute 64: Jakob Ahlmann to Pedro Ferreira
   - Minute 6: Jakob Ahlmann to Pedro Ferreira
   - Minute 25: Jakob Ahlmann to Pedro Ferreira
   - Minute 43: Jakob Ahlmann to Pedro Ferreira
   - Minute 94: Lucas Andersen to Jakob Ahlmann

   Total: **10 successful passes**

3. **Pedro Ferreira and Lars Kramer**:
   - Minute 23: Pedro Ferreira to Lars Kramer
   - Minute 25: Pedro Ferreira to Lars Kramer
   - Minute 2: Pedro Ferreira to Lars Kramer
   - Minute 32: Pedro Ferreira to Lars Kramer
   - Minute 7: Pedro Ferreira to Lars Kramer
   - Minute 33: Lars Kramer to Pedro Ferreira
   - Minute 40: Lars Kramer to Pedro Ferreira
   - Minute 22: Lars Kramer to Pedro Ferreira
   - Minute 59: Kristoffer Pallesen to Lars Kramer
   - Minute 10: Lars Kramer to Mathias Ross

   Total: **10 successful passes**

4. **Pedro Ferreira and Iver Fossum**:
   - Minute 49: Pedro Ferreira to Iver Fossum
   - Minute 32: Pedro Ferreira to Iver Fossum
   - Minute 0: Pedro Ferreira to Iver Fossum
   - Minute 59: Iver Fossum to Pedro Ferreira
   - Minute 10: Louka Prip to Iver Fossum
   - Minute 60: Iver Fossum to Jakob Ahlmann
   - Minute 48: Jakob Ahlmann to Louka Prip
   - Minute 47: Louka Prip to Iver Fossum
   - Minute 48: Mathias Ross to Iver Fossum
   - Minute 68: Oliver Ross to Iver Fossum

   Total: **10 successful passes**

Based on the analysis, the pairs with the most successful passes between each other are:

- **Pedro Ferreira and Mathias Ross**: 10 successful passes
- **Pedro Ferreira and Jakob Ahlmann**: 10 successful passes
- **Pedro Ferreira and Lars Kramer**: 10 successful passes
- **Pedro Ferreira and Iver Fossum**: 10 successful passes",16.58895707130432
