Summary
Matchday 3: Successful Pass in zone 4C by player Simon Hedlund to player Joe Bell in zone 4C for team Brøndby IF at minute 0:0
Matchday 3: Successful Pass in zone 3C by player Joe Bell to player Henrik Heggheim in zone 3C for team Brøndby IF at minute 0:3
Matchday 3: Successful Pass in zone 2B by player Henrik Heggheim to player Sigurd Rosted in zone 2B for team Brøndby IF at minute 0:5
Matchday 3: Successful Pass in zone 2D by player Sigurd Rosted to player Blás Riveros in zone 2D for team Brøndby IF at minute 0:9
Matchday 3: Successful Pass in zone 3E by player Blás Riveros to player Sigurd Rosted in zone 3E for team Brøndby IF at minute 0:11
Matchday 3: Successful Pass in zone 2D by player Sigurd Rosted to player Henrik Heggheim in zone 2D for team Brøndby IF at minute 0:14
Matchday 3: Successful Pass in zone 2B by player Henrik Heggheim to player Sigurd Rosted in zone 2B for team Brøndby IF at minute 0:18
Matchday 3: Successful Pass in zone 2D by player Sigurd Rosted to player Blás Riveros in zone 2D for team Brøndby IF at minute 0:21
Matchday 3: Successful Pass in zone 4E by player Blás Riveros to player Simon Hedlund in zone 4E for team Brøndby IF at minute 0:24
Matchday 3: Unsuccessful Pass in zone 6E by player Simon Hedlund for team Brøndby IF at minute 0:27
Matchday 3: Unsuccessful Pass in zone 1A by player Joel Felix for team Silkeborg IF at minute 0:29
Matchday 3: Successful Pass in zone 6E by player Mathias Greve to player Simon Hedlund in zone 6E for team Brøndby IF at minute 0:31
Matchday 3: Unsuccessful Pass in zone 6E by player Simon Hedlund for team Brøndby IF at minute 0:32
Matchday 3: Successful Clearance in zone 1A by player Joel Felix for team Silkeborg IF at minute 0:35
Matchday 3: Successful Pass in zone 6E by player Blás Riveros to player Peter Bjur in zone 6E for team Brøndby IF at minute 0:46
Matchday 3: Successful Pass in zone 6E by player Peter Bjur to player Mathias Greve in zone 6E for team Brøndby IF at minute 0:50
Matchday 3: Unsuccessful Pass in zone 6D by player Mathias Greve for team Brøndby IF at minute 0:52
Matchday 3: Unsuccessful Corner Awarded in zone 1B by player Rasmus Carstensen for team Silkeborg IF at minute 0:53
Matchday 3: Successful Corner Awarded in zone 6D by player Mathias Greve for team Brøndby IF at minute 0:53
Matchday 3: Unsuccessful Pass in zone 6E by player Joe Bell for team Brøndby IF at minute 1:24
Matchday 3: Successful Pass in zone 2B by player Anders Klynge for team Silkeborg IF at minute 1:30
Matchday 3: Successful Pass in zone 3B by player Rasmus Carstensen to player Nicolai Vallys in zone 3B for team Silkeborg IF at minute 1:35
Matchday 3: Successful Pass in zone 4E by player Nicolai Vallys for team Silkeborg IF at minute 1:39
Matchday 3: Successful Pass in zone 4E by player Anders Klynge to player Sebastian Jørgensen in zone 4E for team Silkeborg IF at minute 1:41
Matchday 3: Successful Pass in zone 5E by player Sebastian Jørgensen to player Nicolai Vallys in zone 5E for team Silkeborg IF at minute 1:43
