Summary
Matchday 3: Successful Pass in zone 4C by player Pep Biel to player Rasmus Falk in zone 4C for team FC København at minute 0:0
Matchday 3: Successful Pass in zone 3C by player Rasmus Falk to player Nicolai Boilesen in zone 3C for team FC København at minute 0:2
Matchday 3: Successful Pass in zone 3D by player Nicolai Boilesen to player Denis Vavro in zone 3D for team FC København at minute 0:4
Matchday 3: Successful Pass in zone 2C by player Denis Vavro to player Rasmus Falk in zone 2C for team FC København at minute 0:6
Matchday 3: Successful Pass in zone 3B by player Rasmus Falk to player Peter Ankersen in zone 3B for team FC København at minute 0:7
Matchday 3: Unsuccessful Pass in zone 2A by player Peter Ankersen for team FC København at minute 0:10
Matchday 3: Successful Pass in zone 3A by player Peter Ankersen to player Denis Vavro in zone 3A for team FC København at minute 0:22
Matchday 3: Successful Pass in zone 1A by player Denis Vavro to player Nicolai Boilesen in zone 1A for team FC København at minute 0:25
Matchday 3: Successful Pass in zone 2D by player Nicolai Boilesen to player Viktor Claesson in zone 2D for team FC København at minute 0:33
Matchday 3: Successful Pass in zone 3E by player Viktor Claesson to player Victor Kristiansen in zone 3E for team FC København at minute 0:35
Matchday 3: Successful Pass in zone 3E by player Victor Kristiansen to player Nicolai Boilesen in zone 3E for team FC København at minute 0:38
Matchday 3: Successful Pass in zone 2D by player Nicolai Boilesen to player Denis Vavro in zone 2D for team FC København at minute 0:41
Matchday 3: Successful Pass in zone 3B by player Denis Vavro for team FC København at minute 0:48
Matchday 3: Successful Pass in zone 6E by player Hákon Haraldsson to player Victor Kristiansen in zone 6E for team FC København at minute 0:56
Matchday 3: Successful Tackle in zone 2A by player Ibrahim Said for team Viborg FF at minute 0:59
Matchday 3: Successful Pass in zone 5E by player Victor Kristiansen to player Rasmus Falk in zone 5E for team FC København at minute 1:2
Matchday 3: Successful Pass in zone 4E by player Rasmus Falk to player Viktor Claesson in zone 4E for team FC København at minute 1:5
Matchday 3: Successful Pass in zone 4D by player Viktor Claesson to player Rasmus Falk in zone 4D for team FC København at minute 1:5
Matchday 3: Successful Pass in zone 4E by player Rasmus Falk to player Nicolai Boilesen in zone 4E for team FC København at minute 1:7
Matchday 3: Successful Pass in zone 4D by player Nicolai Boilesen to player Victor Kristiansen in zone 4D for team FC København at minute 1:9
Matchday 3: Unsuccessful Pass in zone 5E by player Victor Kristiansen for team FC København at minute 1:12
Matchday 3: Successful Pass in zone 1C by player Lucas Lund to player Zan Zaletel in zone 1C for team Viborg FF at minute 1:19
Matchday 3: Successful Pass in zone 1D by player Zan Zaletel to player Christian Sørensen in zone 1D for team Viborg FF at minute 1:22
Matchday 3: Successful Pass in zone 2E by player Christian Sørensen to player Clint Leemans in zone 2E for team Viborg FF at minute 1:24
Matchday 3: Unsuccessful Pass in zone 3E by player Clint Leemans for team Viborg FF at minute 1:26
Matchday 3: Successful Pass in zone 2B by player Denis Vavro to player Viktor Claesson in zone 2B for team FC København at minute 1:28
Matchday 3: Successful Pass in zone 3B by player Viktor Claesson to player Ísak Bergmann Jóhannesson in zone 3B for team FC København at minute 1:31
Matchday 3: Successful Pass in zone 4A by player Ísak Bergmann Jóhannesson to player Peter Ankersen in zone 4A for team FC København at minute 1:33
Matchday 3: Successful Pass in zone 3A by player Peter Ankersen to player Denis Vavro in zone 3A for team FC København at minute 1:35
Matchday 3: Successful Pass in zone 2B by player Denis Vavro to player Nicolai Boilesen in zone 2B for team FC København at minute 1:38
Matchday 3: Successful Pass in zone 3C by player Nicolai Boilesen to player Lukas Lerager in zone 3C for team FC København at minute 1:43
Matchday 3: Successful Pass in zone 4A by player Lukas Lerager to player Peter Ankersen in zone 4A for team FC København at minute 1:47
Matchday 3: Successful Tackle in zone 1E by player Christian Sørensen for team Viborg FF at minute 1:50
Matchday 3: Unsuccessful Pass in zone 6A by player Peter Ankersen for team FC København at minute 1:55
Matchday 3: Successful Interception in zone 2E by player Justin Lonwijk for team Viborg FF at minute 1:56
Matchday 3: Successful Pass in zone 4A by player Denis Vavro to player Nicolai Boilesen in zone 4A for team FC København at minute 2:1
Matchday 3: Successful Pass in zone 3C by player Nicolai Boilesen to player Victor Kristiansen in zone 3C for team FC København at minute 2:8
Matchday 3: Successful Pass in zone 4E by player Victor Kristiansen to player Pep Biel in zone 4E for team FC København at minute 2:11
Matchday 3: Successful Pass in zone 4D by player Pep Biel to player Denis Vavro in zone 4D for team FC København at minute 2:14
Matchday 3: Successful Pass in zone 4B by player Denis Vavro to player Nicolai Boilesen in zone 4B for team FC København at minute 2:20
Matchday 3: Successful Pass in zone 3C by player Nicolai Boilesen to player Denis Vavro in zone 3C for team FC København at minute 2:24
Matchday 3: Unsuccessful Pass in zone 3A by player Denis Vavro for team FC København at minute 2:25
Matchday 3: Unsuccessful Pass in zone 3E by player Christian Sørensen for team Viborg FF at minute 2:42
Matchday 3: Successful Pass in zone 5E by player Christian Sørensen to player Ibrahim Said in zone 5E for team Viborg FF at minute 3:7
Matchday 3: Successful Pass in zone 5E by player Ibrahim Said to player Christian Sørensen in zone 5E for team Viborg FF at minute 3:9
Matchday 3: Successful Pass in zone 6E by player Christian Sørensen to player Justin Lonwijk in zone 6E for team Viborg FF at minute 3:14
Matchday 3: Successful Pass in zone 5D by player Justin Lonwijk to player Christian Sørensen in zone 5D for team Viborg FF at minute 3:15
Matchday 3: Unsuccessful Pass in zone 6E by player Christian Sørensen for team Viborg FF at minute 3:19
Matchday 3: Successful Pass in zone 6E by player Christian Sørensen to player Justin Lonwijk in zone 6E for team Viborg FF at minute 3:40
Matchday 3: Successful Shot saved in zone 6C by player Justin Lonwijk for team Viborg FF at minute 3:42
Matchday 3: Successful Save in zone 1C by player Karl-Johan Johnsson for team FC København at minute 3:42
Matchday 3: Successful Pass in zone 1D by player Karl-Johan Johnsson to player Nicolai Boilesen in zone 1D for team FC København at minute 3:57
Matchday 3: Successful Pass in zone 2D by player Nicolai Boilesen to player Denis Vavro in zone 2D for team FC København at minute 3:57
Matchday 3: Successful Pass in zone 2B by player Denis Vavro to player Nicolai Boilesen in zone 2B for team FC København at minute 4:1
Matchday 3: Successful Pass in zone 2D by player Nicolai Boilesen to player Viktor Claesson in zone 2D for team FC København at minute 4:6
Matchday 3: Unsuccessful Pass in zone 3B by player Clint Leemans for team Viborg FF at minute 4:8
Matchday 3: Successful Pass in zone 4A by player Clint Leemans to player Nicolas Bürgy in zone 4A for team Viborg FF at minute 4:17
