Summary
Matchday 1: Successful Pass in zone 4C by player Milan Makaric to player Mathias Ross in zone 4C for team Aalborg BK at minute 0:0
Matchday 1: Unsuccessful Pass in zone 2C by player Mathias Ross for team Aalborg BK at minute 0:3
Matchday 1: Unsuccessful Pass in zone 2B by player Jeppe Grønning for team Viborg FF at minute 0:6
Matchday 1: Successful Pass in zone 5E by player Louka Prip for team Aalborg BK at minute 0:9
Matchday 1: Successful Pass in zone 6E by player Iver Fossum to player Milan Makaric in zone 6E for team Aalborg BK at minute 0:12
Matchday 1: Unsuccessful Tackle in zone 1C by player Mads Lauritsen for team Viborg FF at minute 0:14
Matchday 1: Successful Pass in zone 6C by player Milan Makaric to player Malthe Højholt in zone 6C for team Aalborg BK at minute 0:15
Matchday 1: Successful Tackle in zone 1B by player Nicolas Bürgy for team Viborg FF at minute 0:16
Matchday 1: Unsuccessful Pass in zone 1B by player Jeppe Grønning for team Viborg FF at minute 0:18
Matchday 1: Unsuccessful Pass in zone 5A by player Kristoffer Pallesen for team Aalborg BK at minute 0:29
Matchday 1: Successful Pass in zone 2D by player Jeppe Grønning to player Jakob Bonde in zone 2D for team Viborg FF at minute 0:30
Matchday 1: Successful Pass in zone 4B by player Pedro Ferreira to player Iver Fossum in zone 4B for team Aalborg BK at minute 0:33
Matchday 1: Successful Pass in zone 4C by player Iver Fossum to player Iver Fossum in zone 4C for team Aalborg BK at minute 0:35
Matchday 1: Successful Pass in zone 3D by player Lars Kramer to player Mathias Ross in zone 3D for team Aalborg BK at minute 0:39
Matchday 1: Unsuccessful Pass in zone 3C by player Mathias Ross for team Aalborg BK at minute 0:43
Matchday 1: Successful Clearance in zone 1B by player Nicolas Bürgy for team Viborg FF at minute 0:46
Matchday 1: Successful Shot saved in zone 5D by player Milan Makaric for team Aalborg BK at minute 0:48
Matchday 1: Successful Save in zone 1C by player Lucas Lund for team Viborg FF at minute 0:50
Matchday 1: Successful Pass in zone 1C by player Lucas Lund to player Nicolas Bürgy in zone 1C for team Viborg FF at minute 0:53
Matchday 1: Successful Pass in zone 1B by player Nicolas Bürgy to player Lucas Lund in zone 1B for team Viborg FF at minute 0:58
Matchday 1: Successful Pass in zone 1C by player Lucas Lund to player Jeppe Grønning in zone 1C for team Viborg FF at minute 1:0
Matchday 1: Successful Pass in zone 2D by player Jeppe Grønning to player Christian Sørensen in zone 2D for team Viborg FF at minute 1:6
Matchday 1: Successful Pass in zone 3E by player Christian Sørensen to player Jay-Roy Grot in zone 3E for team Viborg FF at minute 1:8
Matchday 1: Successful Pass in zone 4E by player Jay-Roy Grot to player Jeppe Grønning in zone 4E for team Viborg FF at minute 1:9
Matchday 1: Successful Pass in zone 3D by player Jeppe Grønning to player Jakob Bonde in zone 3D for team Viborg FF at minute 1:10
Matchday 1: Successful Pass in zone 4D by player Jakob Bonde to player Jay-Roy Grot in zone 4D for team Viborg FF at minute 1:11
Matchday 1: Successful Pass in zone 4E by player Jay-Roy Grot for team Viborg FF at minute 1:14
Matchday 1: Successful Pass in zone 4E by player Christian Sørensen to player Jakob Bonde in zone 4E for team Viborg FF at minute 1:15
Matchday 1: Successful Pass in zone 4D by player Jakob Bonde to player Nicolas Bürgy in zone 4D for team Viborg FF at minute 1:18
Matchday 1: Successful Pass in zone 3B by player Nicolas Bürgy to player Daniel Anyembe in zone 3B for team Viborg FF at minute 1:21
Matchday 1: Successful Pass in zone 4A by player Daniel Anyembe to player Justin Lonwijk in zone 4A for team Viborg FF at minute 1:23
Matchday 1: Unsuccessful Pass in zone 5A by player Justin Lonwijk for team Viborg FF at minute 1:25
Matchday 1: Successful Pass in zone 1C by player Josip Posavec to player Mathias Ross in zone 1C for team Aalborg BK at minute 1:39
Matchday 1: Successful Pass in zone 1B by player Mathias Ross to player Josip Posavec in zone 1B for team Aalborg BK at minute 1:43
Matchday 1: Unsuccessful Pass in zone 1C by player Josip Posavec for team Aalborg BK at minute 1:46
Matchday 1: Successful Pass in zone 4A by player Clint Leemans to player Justin Lonwijk in zone 4A for team Viborg FF at minute 1:51
Matchday 1: Successful Pass in zone 6A by player Justin Lonwijk to player Clint Leemans in zone 6A for team Viborg FF at minute 1:52
Matchday 1: Successful Pass in zone 5A by player Clint Leemans to player Justin Lonwijk in zone 5A for team Viborg FF at minute 1:54
Matchday 1: Successful Pass in zone 5A by player Justin Lonwijk to player Daniel Anyembe in zone 5A for team Viborg FF at minute 1:55
Matchday 1: Successful Pass in zone 5A by player Daniel Anyembe to player Justin Lonwijk in zone 5A for team Viborg FF at minute 1:57
Matchday 1: Successful Pass in zone 5A by player Justin Lonwijk to player Clint Leemans in zone 5A for team Viborg FF at minute 1:59
Matchday 1: Unsuccessful Pass in zone 5A by player Clint Leemans for team Viborg FF at minute 2:1
Matchday 1: Successful Clearance in zone 1C by player Lars Kramer for team Aalborg BK at minute 2:3
Matchday 1: Unsuccessful Pass in zone 2C by player Allan Sousa for team Aalborg BK at minute 2:5
Matchday 1: Successful Interception in zone 5D by player Mads Lauritsen for team Viborg FF at minute 2:6
Matchday 1: Successful Pass in zone 6A by player Marokhy Ndione to player Justin Lonwijk in zone 6A for team Viborg FF at minute 2:13
Matchday 1: Successful Pass in zone 1E by player Pedro Ferreira to player Jakob Ahlmann in zone 1E for team Aalborg BK at minute 2:18
Matchday 1: Unsuccessful Pass in zone 1E by player Jakob Ahlmann for team Aalborg BK at minute 2:19
Matchday 1: Unsuccessful Pass in zone 1C by player Josip Posavec for team Aalborg BK at minute 2:36
Matchday 1: Successful Foul in zone 4D by player Milan Makaric for team Aalborg BK at minute 2:39
Matchday 1: Unsuccessful Foul in zone 3B by player Nicolas Bürgy for team Viborg FF at minute 2:39
Matchday 1: Successful Pass in zone 4D by player Pedro Ferreira to player Lars Kramer in zone 4D for team Aalborg BK at minute 2:59
Matchday 1: Successful Pass in zone 3D by player Lars Kramer to player Pedro Ferreira in zone 3D for team Aalborg BK at minute 3:1
Matchday 1: Successful Pass in zone 3D by player Pedro Ferreira to player Mathias Ross in zone 3D for team Aalborg BK at minute 3:3
Matchday 1: Successful Pass in zone 3B by player Mathias Ross to player Kristoffer Pallesen in zone 3B for team Aalborg BK at minute 3:7
Matchday 1: Successful Pass in zone 3A by player Kristoffer Pallesen to player Mathias Ross in zone 3A for team Aalborg BK at minute 3:10
